Yayınlandığı Tarih,Yayınlandığı Gün,Geçerli Olduğu Tarih,Geçerli Olduğu Gün,Kur,Döviz Alış,Döviz Satış
24.04.2020,Cuma,27.04.2020,Pazartesi,KWD,22.1793,22.4695
24.04.2020,Cuma,27.04.2020,Pazartesi,NOK,0.65125,0.65563
24.04.2020,Cuma,27.04.2020,Pazartesi,SAR,1.8505,1.8539
24.04.2020,Cuma,27.04.2020,Pazartesi,JPY,6.4484,6.4911
24.04.2020,Cuma,27.04.2020,Pazartesi,BGN,3.8082,3.858
24.04.2020,Cuma,27.04.2020,Pazartesi,RON,1.538,1.5581
24.04.2020,Cuma,27.04.2020,Pazartesi,RUB,0.09279,0.09401
24.04.2020,Cuma,27.04.2020,Pazartesi,IRR,0.01648,0.01669
24.04.2020,Cuma,27.04.2020,Pazartesi,CNY,0.97735,0.99014
24.04.2020,Cuma,27.04.2020,Pazartesi,PKR,0.04322,0.04379
24.04.2020,Cuma,27.04.2020,Pazartesi,QAR,1.9006,1.9254
27.04.2020,Pazartesi,28.04.2020,Sali,USD,6.9675,6.9801
27.04.2020,Pazartesi,28.04.2020,Sali,AUD,4.4896,4.5189
27.04.2020,Pazartesi,28.04.2020,Sali,DKK,1.0119,1.0169
27.04.2020,Pazartesi,28.04.2020,Sali,EUR,7.559,7.5726
27.04.2020,Pazartesi,28.04.2020,Sali,GBP,8.6508,8.6959
27.04.2020,Pazartesi,28.04.2020,Sali,CHF,7.1453,7.1911
27.04.2020,Pazartesi,28.04.2020,Sali,SEK,0.69315,0.70033
27.04.2020,Pazartesi,28.04.2020,Sali,CAD,4.9508,4.9732
27.04.2020,Pazartesi,28.04.2020,Sali,KWD,22.318,22.6101
27.04.2020,Pazartesi,28.04.2020,Sali,NOK,0.65693,0.66134
27.04.2020,Pazartesi,28.04.2020,Sali,SAR,1.8529,1.8562
27.04.2020,Pazartesi,28.04.2020,Sali,JPY,6.4867,6.5297
27.04.2020,Pazartesi,28.04.2020,Sali,BGN,3.8432,3.8935
27.04.2020,Pazartesi,28.04.2020,Sali,RON,1.5538,1.5741
27.04.2020,Pazartesi,28.04.2020,Sali,RUB,0.09321,0.09443
27.04.2020,Pazartesi,28.04.2020,Sali,IRR,0.0165,0.01671
27.04.2020,Pazartesi,28.04.2020,Sali,CNY,0.97843,0.99123
27.04.2020,Pazartesi,28.04.2020,Sali,PKR,0.04316,0.04373
27.04.2020,Pazartesi,28.04.2020,Sali,QAR,1.9029,1.9278
28.04.2020,Sali,29.04.2020,Carsamba,USD,6.9881,7.0006
28.04.2020,Sali,29.04.2020,Carsamba,AUD,4.5225,4.552
28.04.2020,Sali,29.04.2020,Carsamba,DKK,1.0159,1.0209
28.04.2020,Sali,29.04.2020,Carsamba,EUR,7.5877,7.6014
28.04.2020,Sali,29.04.2020,Carsamba,GBP,8.6996,8.745
28.04.2020,Sali,29.04.2020,Carsamba,CHF,7.1462,7.192
28.04.2020,Sali,29.04.2020,Carsamba,SEK,0.70042,0.70767
28.04.2020,Sali,29.04.2020,Carsamba,CAD,4.9869,5.0094
28.04.2020,Sali,29.04.2020,Carsamba,KWD,22.423,22.7164
28.04.2020,Sali,29.04.2020,Carsamba,NOK,0.66751,0.67199
28.04.2020,Sali,29.04.2020,Carsamba,SAR,1.8585,1.8619
28.04.2020,Sali,29.04.2020,Carsamba,JPY,6.5209,6.5641
28.04.2020,Sali,29.04.2020,Carsamba,BGN,3.8578,3.9083
28.04.2020,Sali,29.04.2020,Carsamba,RON,1.5576,1.578
28.04.2020,Sali,29.04.2020,Carsamba,RUB,0.09356,0.09478
28.04.2020,Sali,29.04.2020,Carsamba,IRR,0.01654,0.01676
28.04.2020,Sali,29.04.2020,Carsamba,CNY,0.98125,0.99408
28.04.2020,Sali,29.04.2020,Carsamba,PKR,0.04314,0.04371
28.04.2020,Sali,29.04.2020,Carsamba,QAR,1.9028,1.9277
29.04.2020,Carsamba,30.04.2020,Persembe,USD,6.9787,6.9913
29.04.2020,Carsamba,30.04.2020,Persembe,AUD,4.5407,4.5703
29.04.2020,Carsamba,30.04.2020,Persembe,DKK,1.0144,1.0194
29.04.2020,Carsamba,30.04.2020,Persembe,EUR,7.5764,7.5901
29.04.2020,Carsamba,30.04.2020,Persembe,GBP,8.6599,8.7051
29.04.2020,Carsamba,30.04.2020,Persembe,CHF,7.1537,7.1996
29.04.2020,Carsamba,30.04.2020,Persembe,SEK,0.70392,0.71121
29.04.2020,Carsamba,30.04.2020,Persembe,CAD,4.9982,5.0207
29.04.2020,Carsamba,30.04.2020,Persembe,KWD,22.4127,22.706
29.04.2020,Carsamba,30.04.2020,Persembe,NOK,0.67007,0.67457
29.04.2020,Carsamba,30.04.2020,Persembe,SAR,1.8566,1.8599
29.04.2020,Carsamba,30.04.2020,Persembe,JPY,6.5375,6.5808
29.04.2020,Carsamba,30.04.2020,Persembe,BGN,3.852,3.9024
29.04.2020,Carsamba,30.04.2020,Persembe,RON,1.5552,1.5756
29.04.2020,Carsamba,30.04.2020,Persembe,RUB,0.09415,0.09538
29.04.2020,Carsamba,30.04.2020,Persembe,IRR,0.01652,0.01674
29.04.2020,Carsamba,30.04.2020,Persembe,CNY,0.98069,0.99352
29.04.2020,Carsamba,30.04.2020,Persembe,PKR,0.04298,0.04354
29.04.2020,Carsamba,30.04.2020,Persembe,QAR,1.906,1.9309
30.04.2020,Persembe,01.05.2020,Cuma,USD,6.9719,6.9845
30.04.2020,Persembe,01.05.2020,Cuma,AUD,4.5533,4.583
30.04.2020,Persembe,01.05.2020,Cuma,DKK,1.015,1.02
30.04.2020,Persembe,01.05.2020,Cuma,EUR,7.5827,7.5963
30.04.2020,Persembe,01.05.2020,Cuma,GBP,8.6924,8.7377
30.04.2020,Persembe,01.05.2020,Cuma,CHF,7.1589,7.2049
30.04.2020,Persembe,01.05.2020,Cuma,SEK,0.7063,0.71361
30.04.2020,Persembe,01.05.2020,Cuma,CAD,5.0191,5.0418
30.04.2020,Persembe,01.05.2020,Cuma,KWD,22.4116,22.7049
30.04.2020,Persembe,01.05.2020,Cuma,NOK,0.67514,0.67967
30.04.2020,Persembe,01.05.2020,Cuma,SAR,1.8558,1.8591
30.04.2020,Persembe,01.05.2020,Cuma,JPY,6.5243,6.5675
30.04.2020,Persembe,01.05.2020,Cuma,BGN,3.8552,3.9056
30.04.2020,Persembe,01.05.2020,Cuma,RON,1.5571,1.5775
30.04.2020,Persembe,01.05.2020,Cuma,RUB,0.095,0.09624
30.04.2020,Persembe,01.05.2020,Cuma,IRR,0.01651,0.01672
30.04.2020,Persembe,01.05.2020,Cuma,CNY,0.98332,0.99619
30.04.2020,Persembe,01.05.2020,Cuma,PKR,0.04328,0.04385
30.04.2020,Persembe,01.05.2020,Cuma,QAR,1.9026,1.9275
30.04.2020,Persembe,02.05.2020,Cumartesi,USD,6.9719,6.9845
30.04.2020,Persembe,02.05.2020,Cumartesi,AUD,4.5533,4.583
30.04.2020,Persembe,02.05.2020,Cumartesi,DKK,1.015,1.02
30.04.2020,Persembe,02.05.2020,Cumartesi,EUR,7.5827,7.5963
30.04.2020,Persembe,02.05.2020,Cumartesi,GBP,8.6924,8.7377
30.04.2020,Persembe,02.05.2020,Cumartesi,CHF,7.1589,7.2049
30.04.2020,Persembe,02.05.2020,Cumartesi,SEK,0.7063,0.71361
30.04.2020,Persembe,02.05.2020,Cumartesi,CAD,5.0191,5.0418
30.04.2020,Persembe,02.05.2020,Cumartesi,KWD,22.4116,22.7049
30.04.2020,Persembe,02.05.2020,Cumartesi,NOK,0.67514,0.67967
30.04.2020,Persembe,02.05.2020,Cumartesi,SAR,1.8558,1.8591
30.04.2020,Persembe,02.05.2020,Cumartesi,JPY,6.5243,6.5675
30.04.2020,Persembe,02.05.2020,Cumartesi,BGN,3.8552,3.9056
30.04.2020,Persembe,02.05.2020,Cumartesi,RON,1.5571,1.5775
30.04.2020,Persembe,02.05.2020,Cumartesi,RUB,0.095,0.09624
30.04.2020,Persembe,02.05.2020,Cumartesi,IRR,0.01651,0.01672
30.04.2020,Persembe,02.05.2020,Cumartesi,CNY,0.98332,0.99619
30.04.2020,Persembe,02.05.2020,Cumartesi,PKR,0.04328,0.04385
30.04.2020,Persembe,02.05.2020,Cumartesi,QAR,1.9026,1.9275
30.04.2020,Persembe,03.05.2020,Pazar,USD,6.9719,6.9845
30.04.2020,Persembe,03.05.2020,Pazar,AUD,4.5533,4.583
30.04.2020,Persembe,03.05.2020,Pazar,DKK,1.015,1.02
30.04.2020,Persembe,03.05.2020,Pazar,EUR,7.5827,7.5963
30.04.2020,Persembe,03.05.2020,Pazar,GBP,8.6924,8.7377
30.04.2020,Persembe,03.05.2020,Pazar,CHF,7.1589,7.2049
30.04.2020,Persembe,03.05.2020,Pazar,SEK,0.7063,0.71361
30.04.2020,Persembe,03.05.2020,Pazar,CAD,5.0191,5.0418
30.04.2020,Persembe,03.05.2020,Pazar,KWD,22.4116,22.7049
30.04.2020,Persembe,03.05.2020,Pazar,NOK,0.67514,0.67967
30.04.2020,Persembe,03.05.2020,Pazar,SAR,1.8558,1.8591
30.04.2020,Persembe,03.05.2020,Pazar,JPY,6.5243,6.5675
30.04.2020,Persembe,03.05.2020,Pazar,BGN,3.8552,3.9056
30.04.2020,Persembe,03.05.2020,Pazar,RON,1.5571,1.5775
30.04.2020,Persembe,03.05.2020,Pazar,RUB,0.095,0.09624
30.04.2020,Persembe,03.05.2020,Pazar,IRR,0.01651,0.01672
30.04.2020,Persembe,03.05.2020,Pazar,CNY,0.98332,0.99619
30.04.2020,Persembe,03.05.2020,Pazar,PKR,0.04328,0.04385
30.04.2020,Persembe,03.05.2020,Pazar,QAR,1.9026,1.9275
30.04.2020,Persembe,04.05.2020,Pazartesi,USD,6.9719,6.9845
30.04.2020,Persembe,04.05.2020,Pazartesi,AUD,4.5533,4.583
30.04.2020,Persembe,04.05.2020,Pazartesi,DKK,1.015,1.02
30.04.2020,Persembe,04.05.2020,Pazartesi,EUR,7.5827,7.5963
30.04.2020,Persembe,04.05.2020,Pazartesi,GBP,8.6924,8.7377
30.04.2020,Persembe,04.05.2020,Pazartesi,CHF,7.1589,7.2049
30.04.2020,Persembe,04.05.2020,Pazartesi,SEK,0.7063,0.71361
30.04.2020,Persembe,04.05.2020,Pazartesi,CAD,5.0191,5.0418
30.04.2020,Persembe,04.05.2020,Pazartesi,KWD,22.4116,22.7049
30.04.2020,Persembe,04.05.2020,Pazartesi,NOK,0.67514,0.67967
30.04.2020,Persembe,04.05.2020,Pazartesi,SAR,1.8558,1.8591
30.04.2020,Persembe,04.05.2020,Pazartesi,JPY,6.5243,6.5675
30.04.2020,Persembe,04.05.2020,Pazartesi,BGN,3.8552,3.9056
30.04.2020,Persembe,04.05.2020,Pazartesi,RON,1.5571,1.5775
30.04.2020,Persembe,04.05.2020,Pazartesi,RUB,0.095,0.09624
30.04.2020,Persembe,04.05.2020,Pazartesi,IRR,0.01651,0.01672
30.04.2020,Persembe,04.05.2020,Pazartesi,CNY,0.98332,0.99619
30.04.2020,Persembe,04.05.2020,Pazartesi,PKR,0.04328,0.04385
30.04.2020,Persembe,04.05.2020,Pazartesi,QAR,1.9026,1.9275
04.05.2020,Pazartesi,05.05.2020,Sali,USD,7.0151,7.0278
04.05.2020,Pazartesi,05.05.2020,Sali,AUD,4.4852,4.5145
04.05.2020,Pazartesi,05.05.2020,Sali,DKK,1.0268,1.0319
04.05.2020,Pazartesi,05.05.2020,Sali,EUR,7.6739,7.6877
04.05.2020,Pazartesi,05.05.2020,Sali,GBP,8.7124,8.7579
04.05.2020,Pazartesi,05.05.2020,Sali,CHF,7.2599,7.3065
04.05.2020,Pazartesi,05.05.2020,Sali,SEK,0.70539,0.71269
04.05.2020,Pazartesi,05.05.2020,Sali,CAD,4.9671,4.9895
04.05.2020,Pazartesi,05.05.2020,Sali,KWD,22.5675,22.8628
04.05.2020,Pazartesi,05.05.2020,Sali,NOK,0.67239,0.67691
04.05.2020,Pazartesi,05.05.2020,Sali,SAR,1.8671,1.8704
04.05.2020,Pazartesi,05.05.2020,Sali,JPY,6.5538,6.5972
04.05.2020,Pazartesi,05.05.2020,Sali,BGN,3.9016,3.9527
04.05.2020,Pazartesi,05.05.2020,Sali,RON,1.5767,1.5973
04.05.2020,Pazartesi,05.05.2020,Sali,RUB,0.09258,0.09379
04.05.2020,Pazartesi,05.05.2020,Sali,IRR,0.01661,0.01683
04.05.2020,Pazartesi,05.05.2020,Sali,CNY,0.98777,1.0007
04.05.2020,Pazartesi,05.05.2020,Sali,PKR,0.04371,0.04428
04.05.2020,Pazartesi,05.05.2020,Sali,QAR,1.9159,1.941
05.05.2020,Sali,06.05.2020,Carsamba,USD,7.055,7.0677
05.05.2020,Sali,06.05.2020,Carsamba,AUD,4.534,4.5635
05.05.2020,Sali,06.05.2020,Carsamba,DKK,1.0254,1.0304
05.05.2020,Sali,06.05.2020,Carsamba,EUR,7.6624,7.6762
05.05.2020,Sali,06.05.2020,Carsamba,GBP,8.7683,8.814
05.05.2020,Sali,06.05.2020,Carsamba,CHF,7.2631,7.3097
05.05.2020,Sali,06.05.2020,Carsamba,SEK,0.71277,0.72015
05.05.2020,Sali,06.05.2020,Carsamba,CAD,5.0127,5.0353
05.05.2020,Sali,06.05.2020,Carsamba,KWD,22.6915,22.9884
05.05.2020,Sali,06.05.2020,Carsamba,NOK,0.6832,0.68779
05.05.2020,Sali,06.05.2020,Carsamba,SAR,1.8784,1.8817
05.05.2020,Sali,06.05.2020,Carsamba,JPY,6.592,6.6356
05.05.2020,Sali,06.05.2020,Carsamba,BGN,3.8958,3.9467
05.05.2020,Sali,06.05.2020,Carsamba,RON,1.5779,1.5986
05.05.2020,Sali,06.05.2020,Carsamba,RUB,0.09456,0.0958
05.05.2020,Sali,06.05.2020,Carsamba,IRR,0.0167,0.01692
05.05.2020,Sali,06.05.2020,Carsamba,CNY,0.99338,1.0064
05.05.2020,Sali,06.05.2020,Carsamba,PKR,0.04397,0.04455
05.05.2020,Sali,06.05.2020,Carsamba,QAR,1.9266,1.9518
06.05.2020,Carsamba,07.05.2020,Persembe,USD,7.1334,7.1463
06.05.2020,Carsamba,07.05.2020,Persembe,AUD,4.5797,4.6095
06.05.2020,Carsamba,07.05.2020,Persembe,DKK,1.0318,1.0369
06.05.2020,Carsamba,07.05.2020,Persembe,EUR,7.7112,7.7251
06.05.2020,Carsamba,07.05.2020,Persembe,GBP,8.8276,8.8736
06.05.2020,Carsamba,07.05.2020,Persembe,CHF,7.3074,7.3543
06.05.2020,Carsamba,07.05.2020,Persembe,SEK,0.72213,0.7296
06.05.2020,Carsamba,07.05.2020,Persembe,CAD,5.0694,5.0923
06.05.2020,Carsamba,07.05.2020,Persembe,KWD,22.9345,23.2346
06.05.2020,Carsamba,07.05.2020,Persembe,NOK,0.69281,0.69746
06.05.2020,Carsamba,07.05.2020,Persembe,SAR,1.8995,1.903
06.05.2020,Carsamba,07.05.2020,Persembe,JPY,6.695,6.7394
06.05.2020,Carsamba,07.05.2020,Persembe,BGN,3.9206,3.9719
06.05.2020,Carsamba,07.05.2020,Persembe,RON,1.5894,1.6102
06.05.2020,Carsamba,07.05.2020,Persembe,RUB,0.09563,0.09688
06.05.2020,Carsamba,07.05.2020,Persembe,IRR,0.01689,0.01711
06.05.2020,Carsamba,07.05.2020,Persembe,CNY,0.99976,1.0128
06.05.2020,Carsamba,07.05.2020,Persembe,PKR,0.04449,0.04507
06.05.2020,Carsamba,07.05.2020,Persembe,QAR,1.948,1.9735
07.05.2020,Persembe,08.05.2020,Cuma,USD,7.2209,7.2339
07.05.2020,Persembe,08.05.2020,Cuma,AUD,4.6514,4.6818
07.05.2020,Persembe,08.05.2020,Cuma,DKK,1.0431,1.0483
07.05.2020,Persembe,08.05.2020,Cuma,EUR,7.7944,7.8084
07.05.2020,Persembe,08.05.2020,Cuma,GBP,8.9143,8.9608
07.05.2020,Persembe,08.05.2020,Cuma,CHF,7.3847,7.4321
07.05.2020,Persembe,08.05.2020,Cuma,SEK,0.73118,0.73875
07.05.2020,Persembe,08.05.2020,Cuma,CAD,5.118,5.1411
07.05.2020,Persembe,08.05.2020,Cuma,KWD,23.221,23.5249
07.05.2020,Persembe,08.05.2020,Cuma,NOK,0.70195,0.70667
07.05.2020,Persembe,08.05.2020,Cuma,SAR,1.9224,1.9259
07.05.2020,Persembe,08.05.2020,Cuma,JPY,6.7686,6.8134
07.05.2020,Persembe,08.05.2020,Cuma,BGN,3.9629,4.0148
07.05.2020,Persembe,08.05.2020,Cuma,RON,1.6059,1.6269
07.05.2020,Persembe,08.05.2020,Cuma,RUB,0.09706,0.09833
07.05.2020,Persembe,08.05.2020,Cuma,IRR,0.0171,0.01732
07.05.2020,Persembe,08.05.2020,Cuma,CNY,1.0126,1.0259
07.05.2020,Persembe,08.05.2020,Cuma,PKR,0.04488,0.04547
07.05.2020,Persembe,08.05.2020,Cuma,QAR,1.9719,1.9977
08.05.2020,Cuma,09.05.2020,Cumartesi,USD,7.096,7.1088
08.05.2020,Cuma,09.05.2020,Cumartesi,AUD,4.6163,4.6464
08.05.2020,Cuma,09.05.2020,Cumartesi,DKK,1.0291,1.0342
08.05.2020,Cuma,09.05.2020,Cumartesi,EUR,7.6894,7.7033
08.05.2020,Cuma,09.05.2020,Cumartesi,GBP,8.7724,8.8181
08.05.2020,Cuma,09.05.2020,Cumartesi,CHF,7.2862,7.333
08.05.2020,Cuma,09.05.2020,Cumartesi,SEK,0.72224,0.72972
08.05.2020,Cuma,09.05.2020,Cumartesi,CAD,5.0813,5.1042
08.05.2020,Cuma,09.05.2020,Cumartesi,KWD,22.8317,23.1305
08.05.2020,Cuma,09.05.2020,Cumartesi,NOK,0.69232,0.69698
08.05.2020,Cuma,09.05.2020,Cumartesi,SAR,1.8892,1.8926
08.05.2020,Cuma,09.05.2020,Cumartesi,JPY,6.6552,6.6992
08.05.2020,Cuma,09.05.2020,Cumartesi,BGN,3.9095,3.9607
08.05.2020,Cuma,09.05.2020,Cumartesi,RON,1.5837,1.6045
08.05.2020,Cuma,09.05.2020,Cumartesi,RUB,0.09569,0.09694
08.05.2020,Cuma,09.05.2020,Cumartesi,IRR,0.0168,0.01702
08.05.2020,Cuma,09.05.2020,Cumartesi,CNY,0.99707,1.0101
08.05.2020,Cuma,09.05.2020,Cumartesi,PKR,0.04416,0.04473
08.05.2020,Cuma,09.05.2020,Cumartesi,QAR,1.9358,1.9611
08.05.2020,Cuma,10.05.2020,Pazar,USD,7.096,7.1088
08.05.2020,Cuma,10.05.2020,Pazar,AUD,4.6163,4.6464
08.05.2020,Cuma,10.05.2020,Pazar,DKK,1.0291,1.0342
08.05.2020,Cuma,10.05.2020,Pazar,EUR,7.6894,7.7033
08.05.2020,Cuma,10.05.2020,Pazar,GBP,8.7724,8.8181
08.05.2020,Cuma,10.05.2020,Pazar,CHF,7.2862,7.333
08.05.2020,Cuma,10.05.2020,Pazar,SEK,0.72224,0.72972
08.05.2020,Cuma,10.05.2020,Pazar,CAD,5.0813,5.1042
08.05.2020,Cuma,10.05.2020,Pazar,KWD,22.8317,23.1305
08.05.2020,Cuma,10.05.2020,Pazar,NOK,0.69232,0.69698
08.05.2020,Cuma,10.05.2020,Pazar,SAR,1.8892,1.8926
08.05.2020,Cuma,10.05.2020,Pazar,JPY,6.6552,6.6992
08.05.2020,Cuma,10.05.2020,Pazar,BGN,3.9095,3.9607
08.05.2020,Cuma,10.05.2020,Pazar,RON,1.5837,1.6045
08.05.2020,Cuma,10.05.2020,Pazar,RUB,0.09569,0.09694
08.05.2020,Cuma,10.05.2020,Pazar,IRR,0.0168,0.01702
08.05.2020,Cuma,10.05.2020,Pazar,CNY,0.99707,1.0101
08.05.2020,Cuma,10.05.2020,Pazar,PKR,0.04416,0.04473
08.05.2020,Cuma,10.05.2020,Pazar,QAR,1.9358,1.9611
08.05.2020,Cuma,11.05.2020,Pazartesi,USD,7.096,7.1088
08.05.2020,Cuma,11.05.2020,Pazartesi,AUD,4.6163,4.6464
08.05.2020,Cuma,11.05.2020,Pazartesi,DKK,1.0291,1.0342
08.05.2020,Cuma,11.05.2020,Pazartesi,EUR,7.6894,7.7033
08.05.2020,Cuma,11.05.2020,Pazartesi,GBP,8.7724,8.8181
08.05.2020,Cuma,11.05.2020,Pazartesi,CHF,7.2862,7.333
08.05.2020,Cuma,11.05.2020,Pazartesi,SEK,0.72224,0.72972
08.05.2020,Cuma,11.05.2020,Pazartesi,CAD,5.0813,5.1042
08.05.2020,Cuma,11.05.2020,Pazartesi,KWD,22.8317,23.1305
08.05.2020,Cuma,11.05.2020,Pazartesi,NOK,0.69232,0.69698
08.05.2020,Cuma,11.05.2020,Pazartesi,SAR,1.8892,1.8926
08.05.2020,Cuma,11.05.2020,Pazartesi,JPY,6.6552,6.6992
08.05.2020,Cuma,11.05.2020,Pazartesi,BGN,3.9095,3.9607
08.05.2020,Cuma,11.05.2020,Pazartesi,RON,1.5837,1.6045
08.05.2020,Cuma,11.05.2020,Pazartesi,RUB,0.09569,0.09694
08.05.2020,Cuma,11.05.2020,Pazartesi,IRR,0.0168,0.01702
08.05.2020,Cuma,11.05.2020,Pazartesi,CNY,0.99707,1.0101
08.05.2020,Cuma,11.05.2020,Pazartesi,PKR,0.04416,0.04473
08.05.2020,Cuma,11.05.2020,Pazartesi,QAR,1.9358,1.9611
11.05.2020,Pazartesi,12.05.2020,Sali,USD,7.0676,7.0803
11.05.2020,Pazartesi,12.05.2020,Sali,AUD,4.5894,4.6193
11.05.2020,Pazartesi,12.05.2020,Sali,DKK,1.024,1.0291
11.05.2020,Pazartesi,12.05.2020,Sali,EUR,7.6509,7.6646
11.05.2020,Pazartesi,12.05.2020,Sali,GBP,8.7204,8.7659
11.05.2020,Pazartesi,12.05.2020,Sali,CHF,7.2538,7.3004
11.05.2020,Pazartesi,12.05.2020,Sali,SEK,0.71894,0.72638
11.05.2020,Pazartesi,12.05.2020,Sali,CAD,5.0556,5.0784
11.05.2020,Pazartesi,12.05.2020,Sali,KWD,22.7364,23.0339
11.05.2020,Pazartesi,12.05.2020,Sali,NOK,0.69045,0.69509
11.05.2020,Pazartesi,12.05.2020,Sali,SAR,1.8812,1.8846
11.05.2020,Pazartesi,12.05.2020,Sali,JPY,6.5761,6.6196
11.05.2020,Pazartesi,12.05.2020,Sali,BGN,3.8899,3.9408
11.05.2020,Pazartesi,12.05.2020,Sali,RON,1.5751,1.5957
11.05.2020,Pazartesi,12.05.2020,Sali,RUB,0.09542,0.09667
11.05.2020,Pazartesi,12.05.2020,Sali,IRR,0.01673,0.01695
11.05.2020,Pazartesi,12.05.2020,Sali,CNY,0.99154,1.0045
11.05.2020,Pazartesi,12.05.2020,Sali,PKR,0.04395,0.04453
11.05.2020,Pazartesi,12.05.2020,Sali,QAR,1.9302,1.9555
12.05.2020,Sali,13.05.2020,Carsamba,USD,7.0121,7.0248
12.05.2020,Sali,13.05.2020,Carsamba,AUD,4.544,4.5736
12.05.2020,Sali,13.05.2020,Carsamba,DKK,1.0164,1.0213
12.05.2020,Sali,13.05.2020,Carsamba,EUR,7.5922,7.6058
12.05.2020,Sali,13.05.2020,Carsamba,GBP,8.639,8.684
12.05.2020,Sali,13.05.2020,Carsamba,CHF,7.2023,7.2486
12.05.2020,Sali,13.05.2020,Carsamba,SEK,0.71098,0.71834
12.05.2020,Sali,13.05.2020,Carsamba,CAD,4.9998,5.0223
12.05.2020,Sali,13.05.2020,Carsamba,KWD,22.5522,22.8473
12.05.2020,Sali,13.05.2020,Carsamba,NOK,0.68207,0.68665
12.05.2020,Sali,13.05.2020,Carsamba,SAR,1.8666,1.8699
12.05.2020,Sali,13.05.2020,Carsamba,JPY,6.5077,6.5508
12.05.2020,Sali,13.05.2020,Carsamba,BGN,3.8597,3.9102
12.05.2020,Sali,13.05.2020,Carsamba,RON,1.5628,1.5833
12.05.2020,Sali,13.05.2020,Carsamba,RUB,0.09496,0.0962
12.05.2020,Sali,13.05.2020,Carsamba,IRR,0.0166,0.01682
12.05.2020,Sali,13.05.2020,Carsamba,CNY,0.9836,0.99647
12.05.2020,Sali,13.05.2020,Carsamba,PKR,0.04351,0.04407
12.05.2020,Sali,13.05.2020,Carsamba,QAR,1.9151,1.9401
13.05.2020,Carsamba,14.05.2020,Persembe,USD,6.9789,6.9915
13.05.2020,Carsamba,14.05.2020,Persembe,AUD,4.5173,4.5467
13.05.2020,Carsamba,14.05.2020,Persembe,DKK,1.0142,1.0192
13.05.2020,Carsamba,14.05.2020,Persembe,EUR,7.5735,7.5871
13.05.2020,Carsamba,14.05.2020,Persembe,GBP,8.5641,8.6088
13.05.2020,Carsamba,14.05.2020,Persembe,CHF,7.1812,7.2273
13.05.2020,Carsamba,14.05.2020,Persembe,SEK,0.71123,0.71859
13.05.2020,Carsamba,14.05.2020,Persembe,CAD,4.9642,4.9866
13.05.2020,Carsamba,14.05.2020,Persembe,KWD,22.4496,22.7434
13.05.2020,Carsamba,14.05.2020,Persembe,NOK,0.68712,0.69174
13.05.2020,Carsamba,14.05.2020,Persembe,SAR,1.8577,1.8611
13.05.2020,Carsamba,14.05.2020,Persembe,JPY,6.5037,6.5467
13.05.2020,Carsamba,14.05.2020,Persembe,BGN,3.8505,3.9009
13.05.2020,Carsamba,14.05.2020,Persembe,RON,1.5576,1.578
13.05.2020,Carsamba,14.05.2020,Persembe,RUB,0.09451,0.09575
13.05.2020,Carsamba,14.05.2020,Persembe,IRR,0.01652,0.01674
13.05.2020,Carsamba,14.05.2020,Persembe,CNY,0.97846,0.99127
13.05.2020,Carsamba,14.05.2020,Persembe,PKR,0.04309,0.04365
13.05.2020,Carsamba,14.05.2020,Persembe,QAR,1.906,1.931
14.05.2020,Persembe,15.05.2020,Cuma,USD,6.9543,6.9668
14.05.2020,Persembe,15.05.2020,Cuma,AUD,4.463,4.4921
14.05.2020,Persembe,15.05.2020,Cuma,DKK,1.0058,1.0107
14.05.2020,Persembe,15.05.2020,Cuma,EUR,7.5122,7.5257
14.05.2020,Persembe,15.05.2020,Cuma,GBP,8.4708,8.5149
14.05.2020,Persembe,15.05.2020,Cuma,CHF,7.1281,7.1739
14.05.2020,Persembe,15.05.2020,Cuma,SEK,0.7031,0.71038
14.05.2020,Persembe,15.05.2020,Cuma,CAD,4.9269,4.9491
14.05.2020,Persembe,15.05.2020,Cuma,KWD,22.3556,22.6481
14.05.2020,Persembe,15.05.2020,Cuma,NOK,0.6799,0.68447
14.05.2020,Persembe,15.05.2020,Cuma,SAR,1.8512,1.8545
14.05.2020,Persembe,15.05.2020,Cuma,JPY,6.4881,6.5311
14.05.2020,Persembe,15.05.2020,Cuma,BGN,3.8194,3.8694
14.05.2020,Persembe,15.05.2020,Cuma,RON,1.5443,1.5645
14.05.2020,Persembe,15.05.2020,Cuma,RUB,0.09352,0.09474
14.05.2020,Persembe,15.05.2020,Cuma,IRR,0.01647,0.01668
14.05.2020,Persembe,15.05.2020,Cuma,CNY,0.97431,0.98706
14.05.2020,Persembe,15.05.2020,Cuma,PKR,0.04316,0.04372
14.05.2020,Persembe,15.05.2020,Cuma,QAR,1.8993,1.9241
15.05.2020,Cuma,16.05.2020,Cumartesi,USD,6.9041,6.9166
15.05.2020,Cuma,16.05.2020,Cumartesi,AUD,4.4425,4.4714
15.05.2020,Cuma,16.05.2020,Cumartesi,DKK,0.99908,1.004
15.05.2020,Cuma,16.05.2020,Cumartesi,EUR,7.4624,7.4759
15.05.2020,Cuma,16.05.2020,Cumartesi,GBP,8.4063,8.4501
15.05.2020,Cuma,16.05.2020,Cumartesi,CHF,7.0786,7.124
15.05.2020,Cuma,16.05.2020,Cumartesi,SEK,0.69917,0.70641
