Yayınlandığı Tarih,Yayınlandığı Gün,Geçerli Olduğu Tarih,Geçerli Olduğu Gün,Kur,Döviz Alış,Döviz Satış
04.07.2018,Carsamba,05.07.2018,Persembe,QAR,1.283,1.2998
05.07.2018,Persembe,06.07.2018,Cuma,USD,4.6427,4.651
05.07.2018,Persembe,06.07.2018,Cuma,AUD,3.4214,3.4437
05.07.2018,Persembe,06.07.2018,Cuma,DKK,0.72755,0.73112
05.07.2018,Persembe,06.07.2018,Cuma,EUR,5.4288,5.4386
05.07.2018,Persembe,06.07.2018,Cuma,GBP,6.1393,6.1713
05.07.2018,Persembe,06.07.2018,Cuma,CHF,4.6681,4.6981
05.07.2018,Persembe,06.07.2018,Cuma,SEK,0.52855,0.53403
05.07.2018,Persembe,06.07.2018,Cuma,CAD,3.5277,3.5436
05.07.2018,Persembe,06.07.2018,Cuma,KWD,15.2573,15.4569
05.07.2018,Persembe,06.07.2018,Cuma,NOK,0.57327,0.57712
05.07.2018,Persembe,06.07.2018,Cuma,SAR,1.2379,1.2402
05.07.2018,Persembe,06.07.2018,Cuma,JPY,4.1857,4.2134
05.07.2018,Persembe,06.07.2018,Cuma,BGN,2.7603,2.7964
05.07.2018,Persembe,06.07.2018,Cuma,RON,1.1579,1.1731
05.07.2018,Persembe,06.07.2018,Cuma,RUB,0.07304,0.074
05.07.2018,Persembe,06.07.2018,Cuma,IRR,0.01077,0.01091
05.07.2018,Persembe,06.07.2018,Cuma,CNY,0.69547,0.70457
05.07.2018,Persembe,06.07.2018,Cuma,PKR,0.03793,0.03842
05.07.2018,Persembe,06.07.2018,Cuma,QAR,1.2677,1.2843
06.07.2018,Cuma,07.07.2018,Cumartesi,USD,4.6004,4.6087
06.07.2018,Cuma,07.07.2018,Cumartesi,AUD,3.4013,3.4235
06.07.2018,Cuma,07.07.2018,Cumartesi,DKK,0.72185,0.7254
06.07.2018,Cuma,07.07.2018,Cumartesi,EUR,5.3876,5.3973
06.07.2018,Cuma,07.07.2018,Cumartesi,GBP,6.0791,6.1108
06.07.2018,Cuma,07.07.2018,Cumartesi,CHF,4.6243,4.654
06.07.2018,Cuma,07.07.2018,Cumartesi,SEK,0.522,0.5274
06.07.2018,Cuma,07.07.2018,Cumartesi,CAD,3.4985,3.5143
06.07.2018,Cuma,07.07.2018,Cumartesi,KWD,15.1201,15.3179
06.07.2018,Cuma,07.07.2018,Cumartesi,NOK,0.56967,0.5735
06.07.2018,Cuma,07.07.2018,Cumartesi,SAR,1.2267,1.2289
06.07.2018,Cuma,07.07.2018,Cumartesi,JPY,4.1488,4.1763
06.07.2018,Cuma,07.07.2018,Cumartesi,BGN,2.7393,2.7751
06.07.2018,Cuma,07.07.2018,Cumartesi,RON,1.1492,1.1642
06.07.2018,Cuma,07.07.2018,Cumartesi,RUB,0.07241,0.07336
06.07.2018,Cuma,07.07.2018,Cumartesi,IRR,0.01068,0.01082
06.07.2018,Cuma,07.07.2018,Cumartesi,CNY,0.6883,0.6973
06.07.2018,Cuma,07.07.2018,Cumartesi,PKR,0.03758,0.03807
06.07.2018,Cuma,07.07.2018,Cumartesi,QAR,1.2564,1.2729
06.07.2018,Cuma,08.07.2018,Pazar,USD,4.6004,4.6087
06.07.2018,Cuma,08.07.2018,Pazar,AUD,3.4013,3.4235
06.07.2018,Cuma,08.07.2018,Pazar,DKK,0.72185,0.7254
06.07.2018,Cuma,08.07.2018,Pazar,EUR,5.3876,5.3973
06.07.2018,Cuma,08.07.2018,Pazar,GBP,6.0791,6.1108
06.07.2018,Cuma,08.07.2018,Pazar,CHF,4.6243,4.654
06.07.2018,Cuma,08.07.2018,Pazar,SEK,0.522,0.5274
06.07.2018,Cuma,08.07.2018,Pazar,CAD,3.4985,3.5143
06.07.2018,Cuma,08.07.2018,Pazar,KWD,15.1201,15.3179
06.07.2018,Cuma,08.07.2018,Pazar,NOK,0.56967,0.5735
06.07.2018,Cuma,08.07.2018,Pazar,SAR,1.2267,1.2289
06.07.2018,Cuma,08.07.2018,Pazar,JPY,4.1488,4.1763
06.07.2018,Cuma,08.07.2018,Pazar,BGN,2.7393,2.7751
06.07.2018,Cuma,08.07.2018,Pazar,RON,1.1492,1.1642
06.07.2018,Cuma,08.07.2018,Pazar,RUB,0.07241,0.07336
06.07.2018,Cuma,08.07.2018,Pazar,IRR,0.01068,0.01082
06.07.2018,Cuma,08.07.2018,Pazar,CNY,0.6883,0.6973
06.07.2018,Cuma,08.07.2018,Pazar,PKR,0.03758,0.03807
06.07.2018,Cuma,08.07.2018,Pazar,QAR,1.2564,1.2729
06.07.2018,Cuma,09.07.2018,Pazartesi,USD,4.6004,4.6087
06.07.2018,Cuma,09.07.2018,Pazartesi,AUD,3.4013,3.4235
06.07.2018,Cuma,09.07.2018,Pazartesi,DKK,0.72185,0.7254
06.07.2018,Cuma,09.07.2018,Pazartesi,EUR,5.3876,5.3973
06.07.2018,Cuma,09.07.2018,Pazartesi,GBP,6.0791,6.1108
06.07.2018,Cuma,09.07.2018,Pazartesi,CHF,4.6243,4.654
06.07.2018,Cuma,09.07.2018,Pazartesi,SEK,0.522,0.5274
06.07.2018,Cuma,09.07.2018,Pazartesi,CAD,3.4985,3.5143
06.07.2018,Cuma,09.07.2018,Pazartesi,KWD,15.1201,15.3179
06.07.2018,Cuma,09.07.2018,Pazartesi,NOK,0.56967,0.5735
06.07.2018,Cuma,09.07.2018,Pazartesi,SAR,1.2267,1.2289
06.07.2018,Cuma,09.07.2018,Pazartesi,JPY,4.1488,4.1763
06.07.2018,Cuma,09.07.2018,Pazartesi,BGN,2.7393,2.7751
06.07.2018,Cuma,09.07.2018,Pazartesi,RON,1.1492,1.1642
06.07.2018,Cuma,09.07.2018,Pazartesi,RUB,0.07241,0.07336
06.07.2018,Cuma,09.07.2018,Pazartesi,IRR,0.01068,0.01082
06.07.2018,Cuma,09.07.2018,Pazartesi,CNY,0.6883,0.6973
06.07.2018,Cuma,09.07.2018,Pazartesi,PKR,0.03758,0.03807
06.07.2018,Cuma,09.07.2018,Pazartesi,QAR,1.2564,1.2729
09.07.2018,Pazartesi,10.07.2018,Sali,USD,4.5304,4.5385
09.07.2018,Pazartesi,10.07.2018,Sali,AUD,3.378,3.4
09.07.2018,Pazartesi,10.07.2018,Sali,DKK,0.71444,0.71795
09.07.2018,Pazartesi,10.07.2018,Sali,EUR,5.3334,5.343
09.07.2018,Pazartesi,10.07.2018,Sali,GBP,6.0311,6.0625
09.07.2018,Pazartesi,10.07.2018,Sali,CHF,4.5774,4.6068
09.07.2018,Pazartesi,10.07.2018,Sali,SEK,0.51869,0.52406
09.07.2018,Pazartesi,10.07.2018,Sali,CAD,3.4588,3.4744
09.07.2018,Pazartesi,10.07.2018,Sali,KWD,14.8996,15.0945
09.07.2018,Pazartesi,10.07.2018,Sali,NOK,0.5649,0.5687
09.07.2018,Pazartesi,10.07.2018,Sali,SAR,1.208,1.2102
09.07.2018,Pazartesi,10.07.2018,Sali,JPY,4.0918,4.1189
09.07.2018,Pazartesi,10.07.2018,Sali,BGN,2.7113,2.7468
09.07.2018,Pazartesi,10.07.2018,Sali,RON,1.1382,1.1531
09.07.2018,Pazartesi,10.07.2018,Sali,RUB,0.07176,0.0727
09.07.2018,Pazartesi,10.07.2018,Sali,IRR,0.01049,0.01063
09.07.2018,Pazartesi,10.07.2018,Sali,CNY,0.68067,0.68958
09.07.2018,Pazartesi,10.07.2018,Sali,PKR,0.03701,0.03749
09.07.2018,Pazartesi,10.07.2018,Sali,QAR,1.2369,1.2531
10.07.2018,Sali,11.07.2018,Carsamba,USD,4.705,4.7134
10.07.2018,Sali,11.07.2018,Carsamba,AUD,3.4951,3.5179
10.07.2018,Sali,11.07.2018,Carsamba,DKK,0.73901,0.74264
10.07.2018,Sali,11.07.2018,Carsamba,EUR,5.5167,5.5267
10.07.2018,Sali,11.07.2018,Carsamba,GBP,6.2248,6.2573
10.07.2018,Sali,11.07.2018,Carsamba,CHF,4.7258,4.7561
10.07.2018,Sali,11.07.2018,Carsamba,SEK,0.53576,0.5413
10.07.2018,Sali,11.07.2018,Carsamba,CAD,3.5776,3.5937
10.07.2018,Sali,11.07.2018,Carsamba,KWD,15.4645,15.6669
10.07.2018,Sali,11.07.2018,Carsamba,NOK,0.58468,0.58861
10.07.2018,Sali,11.07.2018,Carsamba,SAR,1.2545,1.2568
10.07.2018,Sali,11.07.2018,Carsamba,JPY,4.2214,4.2493
10.07.2018,Sali,11.07.2018,Carsamba,BGN,2.8049,2.8416
10.07.2018,Sali,11.07.2018,Carsamba,RON,1.1775,1.1929
10.07.2018,Sali,11.07.2018,Carsamba,RUB,0.07483,0.07581
10.07.2018,Sali,11.07.2018,Carsamba,IRR,0.01088,0.01102
10.07.2018,Sali,11.07.2018,Carsamba,CNY,0.7061,0.71534
10.07.2018,Sali,11.07.2018,Carsamba,PKR,0.03843,0.03894
10.07.2018,Sali,11.07.2018,Carsamba,QAR,1.2849,1.3017
11.07.2018,Carsamba,12.07.2018,Persembe,USD,4.7488,4.7574
11.07.2018,Carsamba,12.07.2018,Persembe,AUD,3.506,3.5288
11.07.2018,Carsamba,12.07.2018,Persembe,DKK,0.74527,0.74893
11.07.2018,Carsamba,12.07.2018,Persembe,EUR,5.5636,5.5737
11.07.2018,Carsamba,12.07.2018,Persembe,GBP,6.284,6.3167
11.07.2018,Carsamba,12.07.2018,Persembe,CHF,4.7704,4.801
11.07.2018,Carsamba,12.07.2018,Persembe,SEK,0.53875,0.54432
11.07.2018,Carsamba,12.07.2018,Persembe,CAD,3.607,3.6233
11.07.2018,Carsamba,12.07.2018,Persembe,KWD,15.6073,15.8115
11.07.2018,Carsamba,12.07.2018,Persembe,NOK,0.5878,0.59175
11.07.2018,Carsamba,12.07.2018,Persembe,SAR,1.2662,1.2685
11.07.2018,Carsamba,12.07.2018,Persembe,JPY,4.2626,4.2908
11.07.2018,Carsamba,12.07.2018,Persembe,BGN,2.8286,2.8656
11.07.2018,Carsamba,12.07.2018,Persembe,RON,1.1872,1.2028
11.07.2018,Carsamba,12.07.2018,Persembe,RUB,0.07601,0.07701
11.07.2018,Carsamba,12.07.2018,Persembe,IRR,0.01096,0.0111
11.07.2018,Carsamba,12.07.2018,Persembe,CNY,0.70822,0.71749
11.07.2018,Carsamba,12.07.2018,Persembe,PKR,0.03879,0.0393
11.07.2018,Carsamba,12.07.2018,Persembe,QAR,1.2967,1.3137
12.07.2018,Persembe,13.07.2018,Cuma,USD,4.8176,4.8263
12.07.2018,Persembe,13.07.2018,Cuma,AUD,3.5486,3.5717
12.07.2018,Persembe,13.07.2018,Cuma,DKK,0.75322,0.75692
12.07.2018,Persembe,13.07.2018,Cuma,EUR,5.6233,5.6334
12.07.2018,Persembe,13.07.2018,Cuma,GBP,6.354,6.3872
12.07.2018,Persembe,13.07.2018,Cuma,CHF,4.8204,4.8513
12.07.2018,Persembe,13.07.2018,Cuma,SEK,0.54232,0.54794
12.07.2018,Persembe,13.07.2018,Cuma,CAD,3.6465,3.663
12.07.2018,Persembe,13.07.2018,Cuma,KWD,15.8183,16.0252
12.07.2018,Persembe,13.07.2018,Cuma,NOK,0.59289,0.59688
12.07.2018,Persembe,13.07.2018,Cuma,SAR,1.2846,1.2869
12.07.2018,Persembe,13.07.2018,Cuma,JPY,4.2751,4.3034
12.07.2018,Persembe,13.07.2018,Cuma,BGN,2.859,2.8964
12.07.2018,Persembe,13.07.2018,Cuma,RON,1.2002,1.2159
12.07.2018,Persembe,13.07.2018,Cuma,RUB,0.07706,0.07807
12.07.2018,Persembe,13.07.2018,Cuma,IRR,0.01109,0.01124
12.07.2018,Persembe,13.07.2018,Cuma,CNY,0.7183,0.7277
12.07.2018,Persembe,13.07.2018,Cuma,PKR,0.03935,0.03986
12.07.2018,Persembe,13.07.2018,Cuma,QAR,1.3157,1.3329
13.07.2018,Cuma,14.07.2018,Cumartesi,USD,4.842,4.8507
13.07.2018,Cuma,14.07.2018,Cumartesi,AUD,3.5679,3.5911
13.07.2018,Cuma,14.07.2018,Cumartesi,DKK,0.75427,0.75797
13.07.2018,Cuma,14.07.2018,Cumartesi,EUR,5.632,5.6421
13.07.2018,Cuma,14.07.2018,Cumartesi,GBP,6.3494,6.3825
13.07.2018,Cuma,14.07.2018,Cumartesi,CHF,4.8094,4.8403
13.07.2018,Cuma,14.07.2018,Cumartesi,SEK,0.54093,0.54653
13.07.2018,Cuma,14.07.2018,Cumartesi,CAD,3.667,3.6835
13.07.2018,Cuma,14.07.2018,Cumartesi,KWD,15.888,16.0959
13.07.2018,Cuma,14.07.2018,Cumartesi,NOK,0.59272,0.5967
13.07.2018,Cuma,14.07.2018,Cumartesi,SAR,1.2911,1.2934
13.07.2018,Cuma,14.07.2018,Cumartesi,JPY,4.2882,4.3166
13.07.2018,Cuma,14.07.2018,Cumartesi,BGN,2.8634,2.9009
13.07.2018,Cuma,14.07.2018,Cumartesi,RON,1.2022,1.2179
13.07.2018,Cuma,14.07.2018,Cumartesi,RUB,0.07732,0.07833
13.07.2018,Cuma,14.07.2018,Cumartesi,IRR,0.01115,0.01129
13.07.2018,Cuma,14.07.2018,Cumartesi,CNY,0.7196,0.72901
13.07.2018,Cuma,14.07.2018,Cumartesi,PKR,0.03955,0.04006
13.07.2018,Cuma,14.07.2018,Cumartesi,QAR,1.3224,1.3397
13.07.2018,Cuma,15.07.2018,Pazar,USD,4.842,4.8507
13.07.2018,Cuma,15.07.2018,Pazar,AUD,3.5679,3.5911
13.07.2018,Cuma,15.07.2018,Pazar,DKK,0.75427,0.75797
13.07.2018,Cuma,15.07.2018,Pazar,EUR,5.632,5.6421
13.07.2018,Cuma,15.07.2018,Pazar,GBP,6.3494,6.3825
13.07.2018,Cuma,15.07.2018,Pazar,CHF,4.8094,4.8403
13.07.2018,Cuma,15.07.2018,Pazar,SEK,0.54093,0.54653
13.07.2018,Cuma,15.07.2018,Pazar,CAD,3.667,3.6835
13.07.2018,Cuma,15.07.2018,Pazar,KWD,15.888,16.0959
13.07.2018,Cuma,15.07.2018,Pazar,NOK,0.59272,0.5967
13.07.2018,Cuma,15.07.2018,Pazar,SAR,1.2911,1.2934
13.07.2018,Cuma,15.07.2018,Pazar,JPY,4.2882,4.3166
13.07.2018,Cuma,15.07.2018,Pazar,BGN,2.8634,2.9009
13.07.2018,Cuma,15.07.2018,Pazar,RON,1.2022,1.2179
13.07.2018,Cuma,15.07.2018,Pazar,RUB,0.07732,0.07833
13.07.2018,Cuma,15.07.2018,Pazar,IRR,0.01115,0.01129
13.07.2018,Cuma,15.07.2018,Pazar,CNY,0.7196,0.72901
13.07.2018,Cuma,15.07.2018,Pazar,PKR,0.03955,0.04006
13.07.2018,Cuma,15.07.2018,Pazar,QAR,1.3224,1.3397
13.07.2018,Cuma,16.07.2018,Pazartesi,USD,4.842,4.8507
13.07.2018,Cuma,16.07.2018,Pazartesi,AUD,3.5679,3.5911
13.07.2018,Cuma,16.07.2018,Pazartesi,DKK,0.75427,0.75797
13.07.2018,Cuma,16.07.2018,Pazartesi,EUR,5.632,5.6421
13.07.2018,Cuma,16.07.2018,Pazartesi,GBP,6.3494,6.3825
13.07.2018,Cuma,16.07.2018,Pazartesi,CHF,4.8094,4.8403
13.07.2018,Cuma,16.07.2018,Pazartesi,SEK,0.54093,0.54653
13.07.2018,Cuma,16.07.2018,Pazartesi,CAD,3.667,3.6835
13.07.2018,Cuma,16.07.2018,Pazartesi,KWD,15.888,16.0959
13.07.2018,Cuma,16.07.2018,Pazartesi,NOK,0.59272,0.5967
13.07.2018,Cuma,16.07.2018,Pazartesi,SAR,1.2911,1.2934
13.07.2018,Cuma,16.07.2018,Pazartesi,JPY,4.2882,4.3166
13.07.2018,Cuma,16.07.2018,Pazartesi,BGN,2.8634,2.9009
13.07.2018,Cuma,16.07.2018,Pazartesi,RON,1.2022,1.2179
13.07.2018,Cuma,16.07.2018,Pazartesi,RUB,0.07732,0.07833
13.07.2018,Cuma,16.07.2018,Pazartesi,IRR,0.01115,0.01129
13.07.2018,Cuma,16.07.2018,Pazartesi,CNY,0.7196,0.72901
13.07.2018,Cuma,16.07.2018,Pazartesi,PKR,0.03955,0.04006
13.07.2018,Cuma,16.07.2018,Pazartesi,QAR,1.3224,1.3397
16.07.2018,Pazartesi,17.07.2018,Sali,USD,4.8357,4.8444
16.07.2018,Pazartesi,17.07.2018,Sali,AUD,3.5865,3.6099
16.07.2018,Pazartesi,17.07.2018,Sali,DKK,0.75801,0.76174
16.07.2018,Pazartesi,17.07.2018,Sali,EUR,5.6599,5.6701
16.07.2018,Pazartesi,17.07.2018,Sali,GBP,6.4012,6.4345
16.07.2018,Pazartesi,17.07.2018,Sali,CHF,4.8265,4.8575
16.07.2018,Pazartesi,17.07.2018,Sali,SEK,0.54452,0.55016
16.07.2018,Pazartesi,17.07.2018,Sali,CAD,3.6744,3.6909
16.07.2018,Pazartesi,17.07.2018,Sali,KWD,15.8821,16.09
16.07.2018,Pazartesi,17.07.2018,Sali,NOK,0.59571,0.59972
16.07.2018,Pazartesi,17.07.2018,Sali,SAR,1.2894,1.2917
16.07.2018,Pazartesi,17.07.2018,Sali,JPY,4.2916,4.32
16.07.2018,Pazartesi,17.07.2018,Sali,BGN,2.8775,2.9152
16.07.2018,Pazartesi,17.07.2018,Sali,RON,1.2091,1.2249
16.07.2018,Pazartesi,17.07.2018,Sali,RUB,0.07726,0.07827
16.07.2018,Pazartesi,17.07.2018,Sali,IRR,0.01109,0.01124
16.07.2018,Pazartesi,17.07.2018,Sali,CNY,0.71962,0.72904
16.07.2018,Pazartesi,17.07.2018,Sali,PKR,0.03867,0.03918
16.07.2018,Pazartesi,17.07.2018,Sali,QAR,1.3207,1.3379
17.07.2018,Sali,18.07.2018,Carsamba,USD,4.8365,4.8452
17.07.2018,Sali,18.07.2018,Carsamba,AUD,3.5798,3.6032
17.07.2018,Sali,18.07.2018,Carsamba,DKK,0.75961,0.76334
17.07.2018,Sali,18.07.2018,Carsamba,EUR,5.6714,5.6816
17.07.2018,Sali,18.07.2018,Carsamba,GBP,6.3937,6.427
17.07.2018,Sali,18.07.2018,Carsamba,CHF,4.8507,4.8819
17.07.2018,Sali,18.07.2018,Carsamba,SEK,0.54762,0.55329
17.07.2018,Sali,18.07.2018,Carsamba,CAD,3.6782,3.6948
17.07.2018,Sali,18.07.2018,Carsamba,KWD,15.8878,16.0957
17.07.2018,Sali,18.07.2018,Carsamba,NOK,0.59622,0.60023
17.07.2018,Sali,18.07.2018,Carsamba,SAR,1.2896,1.2919
17.07.2018,Sali,18.07.2018,Carsamba,JPY,4.2917,4.3202
17.07.2018,Sali,18.07.2018,Carsamba,BGN,2.8835,2.9213
17.07.2018,Sali,18.07.2018,Carsamba,RON,1.2106,1.2264
17.07.2018,Sali,18.07.2018,Carsamba,RUB,0.07697,0.07798
17.07.2018,Sali,18.07.2018,Carsamba,IRR,0.01108,0.01122
17.07.2018,Sali,18.07.2018,Carsamba,CNY,0.71973,0.72915
17.07.2018,Sali,18.07.2018,Carsamba,PKR,0.03784,0.03833
17.07.2018,Sali,18.07.2018,Carsamba,QAR,1.3209,1.3381
18.07.2018,Carsamba,19.07.2018,Persembe,USD,4.7908,4.7994
18.07.2018,Carsamba,19.07.2018,Persembe,AUD,3.5146,3.5375
18.07.2018,Carsamba,19.07.2018,Persembe,DKK,0.74579,0.74945
18.07.2018,Carsamba,19.07.2018,Persembe,EUR,5.568,5.578
18.07.2018,Carsamba,19.07.2018,Persembe,GBP,6.2407,6.2732
18.07.2018,Carsamba,19.07.2018,Persembe,CHF,4.7729,4.8035
18.07.2018,Carsamba,19.07.2018,Persembe,SEK,0.53799,0.54356
18.07.2018,Carsamba,19.07.2018,Persembe,CAD,3.6126,3.6289
18.07.2018,Carsamba,19.07.2018,Persembe,KWD,15.7191,15.9248
18.07.2018,Carsamba,19.07.2018,Persembe,NOK,0.58434,0.58827
18.07.2018,Carsamba,19.07.2018,Persembe,SAR,1.2774,1.2797
18.07.2018,Carsamba,19.07.2018,Persembe,JPY,4.229,4.257
18.07.2018,Carsamba,19.07.2018,Persembe,BGN,2.8307,2.8678
18.07.2018,Carsamba,19.07.2018,Persembe,RON,1.1895,1.2051
18.07.2018,Carsamba,19.07.2018,Persembe,RUB,0.07565,0.07664
18.07.2018,Carsamba,19.07.2018,Persembe,IRR,0.01095,0.01109
18.07.2018,Carsamba,19.07.2018,Persembe,CNY,0.70941,0.71869
18.07.2018,Carsamba,19.07.2018,Persembe,PKR,0.03748,0.03797
18.07.2018,Carsamba,19.07.2018,Persembe,QAR,1.3083,1.3254
19.07.2018,Persembe,20.07.2018,Cuma,USD,4.823,4.8317
19.07.2018,Persembe,20.07.2018,Cuma,AUD,3.5426,3.5657
19.07.2018,Persembe,20.07.2018,Cuma,DKK,0.74997,0.75365
19.07.2018,Persembe,20.07.2018,Cuma,EUR,5.5986,5.6087
19.07.2018,Persembe,20.07.2018,Cuma,GBP,6.2637,6.2963
19.07.2018,Persembe,20.07.2018,Cuma,CHF,4.8048,4.8357
19.07.2018,Persembe,20.07.2018,Cuma,SEK,0.53865,0.54423
19.07.2018,Persembe,20.07.2018,Cuma,CAD,3.6434,3.6599
19.07.2018,Persembe,20.07.2018,Cuma,KWD,15.8252,16.0323
19.07.2018,Persembe,20.07.2018,Cuma,NOK,0.58446,0.58839
19.07.2018,Persembe,20.07.2018,Cuma,SAR,1.286,1.2883
19.07.2018,Persembe,20.07.2018,Cuma,JPY,4.2595,4.2877
19.07.2018,Persembe,20.07.2018,Cuma,BGN,2.8465,2.8837
19.07.2018,Persembe,20.07.2018,Cuma,RON,1.1959,1.2115
19.07.2018,Persembe,20.07.2018,Cuma,RUB,0.07568,0.07667
19.07.2018,Persembe,20.07.2018,Cuma,IRR,0.011,0.01115
19.07.2018,Persembe,20.07.2018,Cuma,CNY,0.70859,0.71786
19.07.2018,Persembe,20.07.2018,Cuma,PKR,0.03716,0.03765
19.07.2018,Persembe,20.07.2018,Cuma,QAR,1.3172,1.3344
20.07.2018,Cuma,21.07.2018,Cumartesi,USD,4.8,4.8086
20.07.2018,Cuma,21.07.2018,Cumartesi,AUD,3.5292,3.5523
20.07.2018,Cuma,21.07.2018,Cumartesi,DKK,0.74928,0.75296
20.07.2018,Cuma,21.07.2018,Cumartesi,EUR,5.5924,5.6025
20.07.2018,Cuma,21.07.2018,Cumartesi,GBP,6.2404,6.273
20.07.2018,Cuma,21.07.2018,Cumartesi,CHF,4.7963,4.8271
20.07.2018,Cuma,21.07.2018,Cumartesi,SEK,0.53666,0.54222
20.07.2018,Cuma,21.07.2018,Cumartesi,CAD,3.619,3.6353
20.07.2018,Cuma,21.07.2018,Cumartesi,KWD,15.7505,15.9566
20.07.2018,Cuma,21.07.2018,Cumartesi,NOK,0.58246,0.58637
20.07.2018,Cuma,21.07.2018,Cumartesi,SAR,1.2799,1.2822
20.07.2018,Cuma,21.07.2018,Cumartesi,JPY,4.2606,4.2888
20.07.2018,Cuma,21.07.2018,Cumartesi,BGN,2.8432,2.8804
20.07.2018,Cuma,21.07.2018,Cumartesi,RON,1.1946,1.2102
20.07.2018,Cuma,21.07.2018,Cumartesi,RUB,0.07519,0.07617
20.07.2018,Cuma,21.07.2018,Cumartesi,IRR,0.01095,0.0111
20.07.2018,Cuma,21.07.2018,Cumartesi,CNY,0.70367,0.71288
20.07.2018,Cuma,21.07.2018,Cumartesi,PKR,0.03694,0.03743
20.07.2018,Cuma,21.07.2018,Cumartesi,QAR,1.3109,1.328
20.07.2018,Cuma,22.07.2018,Pazar,USD,4.8,4.8086
20.07.2018,Cuma,22.07.2018,Pazar,AUD,3.5292,3.5523
20.07.2018,Cuma,22.07.2018,Pazar,DKK,0.74928,0.75296
20.07.2018,Cuma,22.07.2018,Pazar,EUR,5.5924,5.6025
20.07.2018,Cuma,22.07.2018,Pazar,GBP,6.2404,6.273
20.07.2018,Cuma,22.07.2018,Pazar,CHF,4.7963,4.8271
20.07.2018,Cuma,22.07.2018,Pazar,SEK,0.53666,0.54222
20.07.2018,Cuma,22.07.2018,Pazar,CAD,3.619,3.6353
20.07.2018,Cuma,22.07.2018,Pazar,KWD,15.7505,15.9566
20.07.2018,Cuma,22.07.2018,Pazar,NOK,0.58246,0.58637
20.07.2018,Cuma,22.07.2018,Pazar,SAR,1.2799,1.2822
20.07.2018,Cuma,22.07.2018,Pazar,JPY,4.2606,4.2888
20.07.2018,Cuma,22.07.2018,Pazar,BGN,2.8432,2.8804
20.07.2018,Cuma,22.07.2018,Pazar,RON,1.1946,1.2102
20.07.2018,Cuma,22.07.2018,Pazar,RUB,0.07519,0.07617
20.07.2018,Cuma,22.07.2018,Pazar,IRR,0.01095,0.0111
20.07.2018,Cuma,22.07.2018,Pazar,CNY,0.70367,0.71288
20.07.2018,Cuma,22.07.2018,Pazar,PKR,0.03694,0.03743
20.07.2018,Cuma,22.07.2018,Pazar,QAR,1.3109,1.328
20.07.2018,Cuma,23.07.2018,Pazartesi,USD,4.8,4.8086
20.07.2018,Cuma,23.07.2018,Pazartesi,AUD,3.5292,3.5523
20.07.2018,Cuma,23.07.2018,Pazartesi,DKK,0.74928,0.75296
20.07.2018,Cuma,23.07.2018,Pazartesi,EUR,5.5924,5.6025
20.07.2018,Cuma,23.07.2018,Pazartesi,GBP,6.2404,6.273
20.07.2018,Cuma,23.07.2018,Pazartesi,CHF,4.7963,4.8271
20.07.2018,Cuma,23.07.2018,Pazartesi,SEK,0.53666,0.54222
20.07.2018,Cuma,23.07.2018,Pazartesi,CAD,3.619,3.6353
20.07.2018,Cuma,23.07.2018,Pazartesi,KWD,15.7505,15.9566
20.07.2018,Cuma,23.07.2018,Pazartesi,NOK,0.58246,0.58637
20.07.2018,Cuma,23.07.2018,Pazartesi,SAR,1.2799,1.2822
20.07.2018,Cuma,23.07.2018,Pazartesi,JPY,4.2606,4.2888
20.07.2018,Cuma,23.07.2018,Pazartesi,BGN,2.8432,2.8804
20.07.2018,Cuma,23.07.2018,Pazartesi,RON,1.1946,1.2102
20.07.2018,Cuma,23.07.2018,Pazartesi,RUB,0.07519,0.07617
20.07.2018,Cuma,23.07.2018,Pazartesi,IRR,0.01095,0.0111
20.07.2018,Cuma,23.07.2018,Pazartesi,CNY,0.70367,0.71288
20.07.2018,Cuma,23.07.2018,Pazartesi,PKR,0.03694,0.03743
20.07.2018,Cuma,23.07.2018,Pazartesi,QAR,1.3109,1.328
23.07.2018,Pazartesi,24.07.2018,Sali,USD,4.7538,4.7624
23.07.2018,Pazartesi,24.07.2018,Sali,AUD,3.5141,3.537
23.07.2018,Pazartesi,24.07.2018,Sali,DKK,0.74613,0.74979
23.07.2018,Pazartesi,24.07.2018,Sali,EUR,5.5684,5.5785
23.07.2018,Pazartesi,24.07.2018,Sali,GBP,6.2339,6.2664
23.07.2018,Pazartesi,24.07.2018,Sali,CHF,4.7833,4.814
23.07.2018,Pazartesi,24.07.2018,Sali,SEK,0.53531,0.54085
23.07.2018,Pazartesi,24.07.2018,Sali,CAD,3.6126,3.6289
23.07.2018,Pazartesi,24.07.2018,Sali,KWD,15.6236,15.8281
23.07.2018,Pazartesi,24.07.2018,Sali,NOK,0.58092,0.58483
23.07.2018,Pazartesi,24.07.2018,Sali,SAR,1.2676,1.2698
23.07.2018,Pazartesi,24.07.2018,Sali,JPY,4.2697,4.298
23.07.2018,Pazartesi,24.07.2018,Sali,BGN,2.8311,2.8681
23.07.2018,Pazartesi,24.07.2018,Sali,RON,1.1903,1.2059
23.07.2018,Pazartesi,24.07.2018,Sali,RUB,0.07488,0.07586
23.07.2018,Pazartesi,24.07.2018,Sali,IRR,0.01081,0.01095
23.07.2018,Pazartesi,24.07.2018,Sali,CNY,0.69649,0.70561
